"","�..","CreationDate","DeletionDate","Score","ViewCount","Body","Title","Tags","AnswerCount","CommentCount","FavoriteCount","ClosedDate","CommunityOwnedDate","AcceptedAnswerId","CreationDateComparison","CreationTime"
"492",492,"2011-04-03 23:19:53",NA,134,237373,"<p>Is there any built-in function that can return the length of an object?</p>

<p>For example, I have <code>a = { 'a':1,'b':2,'c':3 }</code> which should return <code>3</code>. If I use <code>a.length</code> it returns undefined.</p>

<p>It could be a simple loop function, but I'd like to know if there's a built-in function?</p>

<p>Thank you.</p>

<p>P.S. I found a related question (<a href=""http://stackoverflow.com/questions/3241782/length-of-a-json-object"">Length of a JSON object</a>) - in the chosen answer the user advises to transform object in an array, which is not pretty comfortable for me.</p>
","How to get object length","<javascript><object>",11,5,41,"","",5533226,969,"23:19:53"
"493",493,"2009-07-29 03:34:35",NA,343,237168,"<p>I'd like to get a Date object which is 30 minutes later than another Date object.  How do I do it with JavaScript?</p>
","How to add 30 minutes to a JavaScript Date object?","<javascript><date><date-manipulation>",9,9,68,"","",NA,356,"03:34:35"
"494",494,"2010-09-29 01:33:20",NA,152,236089,"<p>I need to be able to add 1, 2 , 5 or 10 days to today's date using jQuery.</p>
","How to add number of days to today's date?","<javascript><jquery><date>",14,1,37,"","",NA,783,"01:33:20"
"495",495,"2010-07-16 21:55:27",NA,94,236083,"<p>How to add <code>style=display:""block""</code> to an element in jquery </p>
","How to add "" style=display:""block"" "" to a element using jquery","<javascript><jquery><css>",3,0,12,"","",NA,708,"21:55:27"
"496",496,"2010-10-17 20:51:00",NA,270,235946,"<p>How would I go about removing all of the child elements of a DOM node in JavaScript?</p>

<p>Say I have the following (ugly) HTML:</p>

<pre><code>&lt;p id=""foo""&gt;
    &lt;span&gt;hello&lt;/span&gt;
    &lt;div&gt;world&lt;/div&gt;
&lt;/p&gt;
</code></pre>

<p>And I grab the node I want like so:</p>

<pre><code>var myNode = document.getElementById(""foo"");
</code></pre>

<p>How could I remove the children of <code>foo</code> so that just <code>&lt;p id=""foo""&gt;&lt;/p&gt;</code> is left?</p>

<p>Could I just do:</p>

<pre><code>myNode.childNodes = new Array();
</code></pre>

<p>or should I be using some combination of <code>removeElement</code>?</p>

<p>I'd like the answer to be straight up DOM; though extra points if you also provide an answer in jQuery along with the DOM-only answer.</p>
","Remove all child elements of a DOM node in JavaScript","<javascript><dom>",14,1,67,"","",3955238,801,"20:51:00"
"497",497,"2012-04-05 08:07:51",NA,139,235696,"<p>How can I remove an object from an array? 
I wish to remove the object that includes name ""Kristian"" from ""someArray"". For example:</p>

<pre><code>someArray = [{name:""Kristian"", lines:""2,5,10""},
             {name:""John"", lines:""1,19,26,96""}];
</code></pre>

<p><strong>I want to achieve:</strong></p>

<pre><code>someArray = [{name:""John"", lines:""1,19,26,96""}];
</code></pre>
","Remove Object from Array using JavaScript","<javascript><jquery><arrays>",16,4,44,"","",10024926,1337,"08:07:51"
"498",498,"2009-04-12 23:18:31",NA,276,233666,"<p>I'm a bit confused with JavaScript's <code>delete</code> operator. Take the following piece of code:</p>

<pre><code>var obj = {
    helloText: ""Hello World!""
};

var foo = obj;

delete obj;
</code></pre>

<p>After this piece of code has been executed, <code>obj</code> is <code>null</code>, but <code>foo</code> still refers to an object exactly like <code>obj</code>. I'm guessing this object is the same object that <code>foo</code> pointed to.</p>

<p>This confuses me, because I expected that writing <code>delete obj</code> deleted the object that <code>obj</code> was pointing to in memory—not just the variable <code>obj</code>.</p>

<p>Is this because JavaScript's Garbage Collector is working on a retain/release basis, so that if I didn't have any other variables pointing to the object, it <em>would</em> be removed from memory?</p>

<p>(By the way, my testing was done in Safari 4.)</p>
","Deleting Objects in JavaScript","<javascript><pointers><object><memory-management><garbage-collection>",11,4,66,"","",742666,248,"23:18:31"
"499",499,"2008-10-24 13:33:42",NA,186,233562,"<p>I have a very simple jQuery Datepicker calendar:</p>

<pre><code>$(document).ready(function(){
    $(""#date_pretty"").datepicker({ 
    });
});
</code></pre>

<p>and of course in the HTML...</p>

<pre><code>&lt;input type=""text"" size=""10"" value="""" id=""date_pretty""/&gt;
</code></pre>

<p>Today's date is nicely highlighted for the user when they bring up the calendar, but how do I get jQuery to pre-populate the textbox itself with today's date on page load, without the user doing anything?  99% of the time, the today's date default will be what they want.</p>
","How do I pre-populate a jQuery Datepicker textbox with today's date?","<javascript><jquery><jquery-ui><date><jquery-ui-datepicker>",19,2,31,"","",2325607,78,"13:33:42"
"500",500,"2011-01-08 15:43:38",NA,66,233230,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/2145914/including-a-js-file-within-a-js-file"">Including a .js file within a .js file</a>  </p>
</blockquote>



<p>How can I include a js file into another js file , so as to stick to the <a href=""http://en.wikipedia.org/wiki/Don%27t_repeat_yourself"">DRY principle</a> and avoid duplication of code.</p>
","How to include js file in another js file?","<javascript>",4,1,24,"2012-07-28 10:55:21","",4634669,884,"15:43:38"
"501",501,"2009-08-08 05:54:41",NA,323,232955,"<p>I want to provide my visitors the ability to see images in high quality, is there any way I can detect the window size?</p>

<p>Or better yet, the viewport size of the browser with JavaScript? See green area here:</p>

<p><a href=""http://i.stack.imgur.com/zYrB7.jpg""><img src=""http://i.stack.imgur.com/zYrB7.jpg"" alt=""""></a></p>
","Get the browser viewport dimensions with JavaScript","<javascript><cross-browser><viewport>",13,2,149,"","",8876069,366,"05:54:41"
"502",502,"2012-03-25 17:07:13",NA,70,232713,"<p>I want to position a <code>&lt;div&gt;</code> (or a <code>&lt;table&gt;</code>) element at the center of the screen irrespective of screen size. In other words, the space left on 'top' and 'bottom' should be equal and space left on 'right' and 'left' sides should be equal. I would like to accomplish this with only CSS.</p>

<p>I have tried the following but it is not working:</p>

<pre><code> &lt;body&gt;
  &lt;div style=""top:0px; border:1px solid red;""&gt;
    &lt;table border=""1"" align=""center""&gt;
     &lt;tr height=""100%""&gt;
      &lt;td height=""100%"" width=""100%"" valign=""middle"" align=""center""&gt;
        We are launching soon!
      &lt;/td&gt;
     &lt;/tr&gt;
    &lt;/table&gt;
  &lt;/div&gt;
 &lt;/body&gt;
</code></pre>

<p><strong>Note:</strong><br>
It is either way fine if the <code>&lt;div&gt;</code> element (or <code>&lt;table&gt;</code>) scrolls with the website or not. Just want it to be centered when the page loads. </p>
","Positioning <div> element at center of screen","<javascript><css><html>",11,4,28,"","",9862275,1326,"17:07:13"
"503",503,"2012-07-21 11:41:07",NA,40,232593,"<p>I have a dateformat like this <code>'2010-10-11T00:00:00+05:30'</code>. I have to format in to <code>MM/dd/yyyy</code> using javascript or jquery . Anyone help me to do the same.</p>

<p>Thanks
Pradeep</p>
","Format date to MM/dd/yyyy in javascript","<javascript><jquery>",3,0,6,"2013-04-02 14:29:55","",11591900,1444,"11:41:07"
"504",504,"2010-12-03 12:18:44",NA,151,232173,"<p>What is the best way to set the <code>href</code> attribute of the <code>&lt;a&gt;</code> tag at run time using jQuery?</p>

<p>Also, how do you get the value of the <code>href</code> attribute of the <code>&lt;a&gt;</code> tag using jQuery?</p>
","Setting href attribute at runtime","<javascript><jquery><html>",4,0,28,"","",4345455,848,"12:18:44"
"505",505,"2010-08-06 19:35:53",NA,228,232153,"<p>I have a string, and I need to get its first character.</p>

<pre><code>var x = 'somestring';
alert(x[0]); //in ie7 returns undefined
</code></pre>

<p>How can I fix my code?</p>
","How to get first character of string?","<javascript>",7,1,14,"","",3427148,729,"19:35:53"
"506",506,"2013-02-27 13:40:19",NA,161,231834,"<p>What does <code>data-toggle</code> attributes do in Twitter Bootstrap? I couldn't find an answer in Boostrap API.</p>

<p>I have seen a similar question before as well, <a href=""http://stackoverflow.com/questions/10481684/where-does-data-toggle-attribute-of-bootstrap-framework-come-from"">link</a>.
But it didn't help me much.</p>
","The data-toggle attributes in Twitter Bootstrap","<javascript><jquery><html5><twitter-bootstrap>",8,0,36,"","",15113710,1665,"13:40:19"
"507",507,"2012-02-26 19:18:33",NA,48,231770,"<p>Can you do something like</p>

<pre><code>function showDiv()
{
    [DIV].visible = true;
    //or something
}
</code></pre>

<p>Sorry if this is kind of broad.</p>
","How to make a DIV visible and invisible with JavaScript","<javascript><html>",3,7,7,"","",9456325,1298,"19:18:33"
"508",508,"2010-03-15 22:37:11",NA,442,231708,"<p>I have one array like this:</p>

<pre><code>var arr1 = [""a"", ""b"", ""c"", ""d""];
</code></pre>

<p>How can I randomize / shuffle it?</p>
","How to randomize (shuffle) a JavaScript array?","<javascript><arrays><shuffle>",25,2,153,"","",2450976,585,"22:37:11"
"509",509,"2009-06-11 00:14:39",NA,119,231678,"<p>I want to call a function after a document loads, but the document may or may not have finished loading yet.  If it did load, then I can just call the function. If it did NOT load, then I can attach an event listener. I can't add an eventlistener after onload has already fired since it won't get called.  So how can I check if the document has loaded?  I tried the code below but it doesn't entirely work.  Any ideas?</p>

<pre><code>var body = document.getElementsByTagName('BODY')[0];
// CONDITION DOES NOT WORK
if (body &amp;&amp; body.readyState == 'loaded') {
    DoStuffFunction();
} else {
    // CODE BELOW WORKS
    if (window.addEventListener) {  
        window.addEventListener('load', DoStuffFunction, false);
    } else {
        window.attachEvent('onload', DoStuffFunction);
    }
}
</code></pre>
","Javascript - How to detect if document has loaded (IE 7/Firefox 3)","<javascript><onload><addeventlistener>",9,3,40,"","",NA,308,"00:14:39"
"510",510,"2008-12-11 15:47:10",NA,537,231505,"<p>I have the name of a function in JavaScript as a string. How do I convert that into a function pointer so I can call it later?</p>

<p>Depending on the circumstances, I may need to pass various arguments into the method too.</p>

<p>Some of the functions may take the form of <code>namespace.namespace.function(args[...])</code>.</p>
","How to execute a JavaScript function when I have its name as a string","<javascript>",20,2,201,"","",359910,126,"15:47:10"
"511",511,"2010-11-01 14:53:24",NA,323,231326,"<p>Is this:</p>

<pre><code>var contents = document.getElementById('contents');
</code></pre>

<p>The same as this:</p>

<pre><code>var contents = $('#contents');
</code></pre>

<p>Given that jQuery is loaded?</p>
","document.getElementById vs jQuery $()","<javascript><jquery><jquery-selectors>",10,3,108,"","",4070010,816,"14:53:24"
"512",512,"2011-08-16 13:07:19",NA,59,231207,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/503093/how-can-i-make-a-redirect-page-in-jquery-javascript"">How can I make a redirect page in jQuery/JavaScript?</a>  </p>
</blockquote>



<p>I remember there's a redirect function in jquery.</p>

<p>It was like:</p>

<pre><code>$(location).href('http://address.com')
</code></pre>

<p>but what was it exactly? I couldn't remember and can't find on Google.</p>
","Jquery Location Href?","<javascript><jquery>",6,3,4,"2012-11-09 22:14:03","",NA,1104,"13:07:19"
"513",513,"2013-11-15 10:53:42",NA,136,230990,"<p>I am calling a function like the one below by click on divs with a certain class. </p>

<p>Is there a way I can check when starting the function if a user is using Internet Explorer and abort / cancel it if they are using other browsers so that it only runs for IE users ? The users here would all be on IE8 or higher versions so I would not need to cover IE7 and lower versions.</p>

<p>If I could tell which browser they are using that would be great but is not required.</p>

<p><strong>Example function:</strong></p>

<pre><code>$('.myClass').on('click', function(event)
{
    // my function
});
</code></pre>
","Check if user is using IE with jQuery","<javascript><jquery><internet-explorer><browser-detection>",17,12,58,"","",19999868,1926,"10:53:42"
"514",514,"2010-10-26 18:42:16",NA,63,230578,"<p>Code is as follows:</p>

<pre><code>&lt;body&gt;
    &lt;a href=""javascript:;"" id=""test""&gt;hello&lt;/a&gt;
&lt;/body&gt;

&lt;script type=""text/javascript""&gt;
    document.getElementById(""test"").addEventListener(""click"", function () {
      test()
    }, false)
    function test() {
      var postTypes = new Array('hello', 'there')   
      (function() { alert('hello there') })()
    }
&lt;/script&gt;
</code></pre>

<p>This will throw an ""Uncaught TypeError: object is not a function"".  If I wrap the anonymous function call/invocation in another set of parentheses it will execute the alert, but still give me an error.  If I put a semi-colon after the ""var postTypes"" definition then it will completely fine.</p>

<p>I was led to believe that javascript does not require semi-colons, so I'm making a guess that there is some weird associativity rules of function application that I am not fully understanding.  I hope someone can give me the answer to why I am getting this error.</p>

<p>Thanks.</p>
","Javascript ""Uncaught TypeError: object is not a function"" associativity question","<javascript>",4,1,7,"","",4026909,810,"18:42:16"
